start_station_name,end_station_name,trip_count
Oakland Ave,Union St,6
Oakland Ave,Van Vorst Park,29
Oakland Ave,Warren St,69
Oakland Ave,Washington St,72
Oakland Ave,Willow Ave & 12 St,16
Oakland Ave,York St & Marin Blvd,2
Paulus Hook,11 Ave & W 41 St,1
Paulus Hook,11 St & Washington St,13
Paulus Hook,12 St & Sinatra Dr N,29
Paulus Hook,14 St Ferry - 14 St & Shipyard Ln,37
Paulus Hook,4 St & Grand St,7
Paulus Hook,5 Corners Library,13
Paulus Hook,6 Ave & W 33 St,1
Paulus Hook,6 St & Grand St,5
Paulus Hook,7 St & Monroe St,7
Paulus Hook,8 St & Washington St,10
Paulus Hook,9 St HBLR - Jackson St & 8 St,15
Paulus Hook,Adams St & 11 St,4
Paulus Hook,Adams St & 2 St,5
Paulus Hook,Astor Place,21
Paulus Hook,Ave A & E 11 St,1
Paulus Hook,Baldwin at Montgomery,33
Paulus Hook,Barrow St & Hudson St,1
Paulus Hook,Bergen Ave,37
Paulus Hook,Bergen Ave & Sip Ave,8
Paulus Hook,Bergen Ave & Stegman St,33
Paulus Hook,Bleecker St & Crosby St,1
Paulus Hook,Bloomfield St & 15 St,33
Paulus Hook,Broadway & Morris St,1
Paulus Hook,Broadway & W 48 St,1
Paulus Hook,Broadway & W 58 St,1
Paulus Hook,Broadway & W 61 St,1
Paulus Hook,Brunswick & 6th,68
Paulus Hook,Brunswick St,104
Paulus Hook,Central Park North & Adam Clayton Powell Blvd,1
Paulus Hook,Christ Hospital,10
Paulus Hook,Church Sq Park - 5 St & Park Ave,12
Paulus Hook,City Hall,278
Paulus Hook,City Hall - Washington St & 1 St,51
Paulus Hook,Cleveland Pl & Spring St,1
Paulus Hook,Clinton St & 7 St,3
Paulus Hook,Clinton St & Newark St,23
Paulus Hook,Columbus Dr at Exchange Pl,258
Paulus Hook,Columbus Drive,311
Paulus Hook,Columbus Park - Clinton St & 9 St,28
Paulus Hook,Communipaw & Berry Lane,103
Paulus Hook,Dey St,10
Paulus Hook,Dixon Mills,65
Paulus Hook,Duane St & Hudson St,1
Paulus Hook,E 2 St & 2 Ave,3
Paulus Hook,E 5 St & Cooper Sq,3
Paulus Hook,E 7 St & Avenue A,1
Paulus Hook,Essex Light Rail,265
Paulus Hook,Fairmount Ave,8
Paulus Hook,Fulton St & Broadway,2
Paulus Hook,Glenwood Ave,12
Paulus Hook,Grand St,272
Paulus Hook,Grand St & 14 St,7
Paulus Hook,Grant Ave & MLK Dr,5
Paulus Hook,Great Jones St,2
Paulus Hook,Grove St PATH,308
Paulus Hook,Hamilton Park,244
Paulus Hook,Harborside,403
Paulus Hook,Heights Elevator,5
Paulus Hook,Hilltop,30
Paulus Hook,Hoboken Ave at Monmouth St,43
Paulus Hook,Hoboken Terminal - Hudson St & Hudson Pl,26
Paulus Hook,Hoboken Terminal - River St & Hudson Pl,45
Paulus Hook,Hudson St & 4 St,35
Paulus Hook,JC Medical Center,296
Paulus Hook,Jackson Square,16
Paulus Hook,Jersey & 3rd,63
Paulus Hook,Jersey & 6th St,123
Paulus Hook,Journal Square,4
Paulus Hook,Lafayette Park,60
Paulus Hook,Lafayette St & Jersey St,14
Paulus Hook,Leonard Gordon Park,6
Paulus Hook,Liberty Light Rail,425
Paulus Hook,Lincoln Park,16
Paulus Hook,Little West St & 1 Pl,1
Paulus Hook,Madison St & 1 St,23
Paulus Hook,Madison St & 10 St,5
Paulus Hook,Mama Johnson Field - 4 St & Jackson St,4
Paulus Hook,Manila & 1st,142
Paulus Hook,Marin Light Rail,922
Paulus Hook,Market St & Cherry St,1
Paulus Hook,Marshall St & 2 St,8
Paulus Hook,McGinley Square,30
Paulus Hook,Mercer St & Spring St,6
Paulus Hook,Monmouth and 6th,160
Paulus Hook,Montgomery St,128
Paulus Hook,Morris Canal,851
Paulus Hook,Mott St & Prince St,1
Paulus Hook,Newark Ave,191
Paulus Hook,Newport PATH,354
Paulus Hook,Newport Pkwy,330
Paulus Hook,Oakland Ave,26
Paulus Hook,Park Pl & Church St,1
Paulus Hook,Paulus Hook,775
Paulus Hook,Pershing Field,6
Paulus Hook,Riverview Park,4
Paulus Hook,Sip Ave,10
Paulus Hook,South Waterfront Walkway - Sinatra Dr & 1 St,120
Paulus Hook,Southwest Park - Jackson St & Observer Hwy,14
Paulus Hook,Stevens - River Ter & 6 St,6
Paulus Hook,Union St,12
Paulus Hook,Van Vorst Park,337
Paulus Hook,Vesey Pl & River Terrace,8
Paulus Hook,Vesey St & Church St,1
Paulus Hook,W 22 St & 10 Ave,1
Paulus Hook,W 37 St & Broadway,2
Paulus Hook,W 42 St & Dyer Ave,1
Paulus Hook,W 44 St & 11 Ave,1
Paulus Hook,W 84 St & Broadway,1
Paulus Hook,Warren St,329
Paulus Hook,Washington St,347
Paulus Hook,Willow Ave & 12 St,5
Paulus Hook,York St & Marin Blvd,17
Pershing Field,11 St & Washington St,14
Pershing Field,12 St & Sinatra Dr N,28
Pershing Field,14 St Ferry - 14 St & Shipyard Ln,31
Pershing Field,4 St & Grand St,84
Pershing Field,5 Corners Library,214
Pershing Field,6 St & Grand St,4
Pershing Field,7 St & Monroe St,23
Pershing Field,8 St & Washington St,36
Pershing Field,9 St HBLR - Jackson St & 8 St,23
Pershing Field,Adams St & 11 St,14
Pershing Field,Adams St & 2 St,17
Pershing Field,Astor Place,93
Pershing Field,Baldwin at Montgomery,57
Pershing Field,Bergen Ave,17
Pershing Field,Bergen Ave & Sip Ave,96
Pershing Field,Bergen Ave & Stegman St,10
Pershing Field,Bloomfield St & 15 St,15
Pershing Field,Brunswick & 6th,56
Pershing Field,Brunswick St,126
Pershing Field,Carmine St & 6 Ave,1
Pershing Field,Central Park North & Adam Clayton Powell Blvd,1
Pershing Field,Christ Hospital,140
Pershing Field,Church Sq Park - 5 St & Park Ave,36
Pershing Field,City Hall,40
Pershing Field,City Hall - Washington St & 1 St,168
Pershing Field,Clinton St & 7 St,9
Pershing Field,Clinton St & Newark St,40
Pershing Field,Columbus Dr at Exchange Pl,53
Pershing Field,Columbus Drive,18
Pershing Field,Columbus Park - Clinton St & 9 St,32
Pershing Field,Communipaw & Berry Lane,5
Pershing Field,Dey St,66
Pershing Field,Dixon Mills,16
Pershing Field,Essex Light Rail,5
Pershing Field,Fairmount Ave,28
Pershing Field,Glenwood Ave,24
Pershing Field,Grand St,15
Pershing Field,Grand St & 14 St,23
Pershing Field,Grant Ave & MLK Dr,3
Pershing Field,Grove St PATH,80
Pershing Field,Hamilton Park,113
Pershing Field,Harborside,15
Pershing Field,Heights Elevator,106
Pershing Field,Hilltop,224
Pershing Field,Hoboken Ave at Monmouth St,49
Pershing Field,Hoboken Terminal - Hudson St & Hudson Pl,529
Pershing Field,Hoboken Terminal - River St & Hudson Pl,200
Pershing Field,Hudson St & 4 St,52
Pershing Field,JC Medical Center,37
Pershing Field,Jackson Square,5
Pershing Field,Jersey & 3rd,30
Pershing Field,Jersey & 6th St,24
Pershing Field,Journal Square,491
Pershing Field,Lafayette Park,26
Pershing Field,Leonard Gordon Park,203
Pershing Field,Liberty Light Rail,27
Pershing Field,Lincoln Park,43
Pershing Field,MacDougal St & Washington Sq,1
Pershing Field,Madison St & 1 St,40
Pershing Field,Madison St & 10 St,11
Pershing Field,Mama Johnson Field - 4 St & Jackson St,6
Pershing Field,Manila & 1st,24
Pershing Field,Marin Light Rail,29
Pershing Field,Marshall St & 2 St,43
Pershing Field,McGinley Square,86
Pershing Field,Monmouth and 6th,25
Pershing Field,Montgomery St,26
Pershing Field,Morris Canal,17
Pershing Field,Newark Ave,184
Pershing Field,Newport PATH,64
Pershing Field,Newport Pkwy,92
Pershing Field,Oakland Ave,387
Pershing Field,Paulus Hook,14
Pershing Field,Pershing Field,675
Pershing Field,Riverview Park,169
Pershing Field,Sip Ave,150
Pershing Field,South Waterfront Walkway - Sinatra Dr & 1 St,160
Pershing Field,Southwest Park - Jackson St & Observer Hwy,67
Pershing Field,Stevens - River Ter & 6 St,132
Pershing Field,Union St,8
Pershing Field,Van Vorst Park,64
Pershing Field,Vesey St & Church St,1
Pershing Field,W 42 St & 6 Ave,1
Pershing Field,Warren St,35
Pershing Field,Washington St,153
Pershing Field,Willow Ave & 12 St,18
Riverview Park,11 St & Washington St,42
Riverview Park,12 St & Sinatra Dr N,26
Riverview Park,14 St Ferry - 14 St & Shipyard Ln,98
Riverview Park,4 St & Grand St,20
Riverview Park,5 Corners Library,42
Riverview Park,6 Ave & W 33 St,1
Riverview Park,6 St & Grand St,12
Riverview Park,7 St & Monroe St,14
Riverview Park,8 Ave & W 38 St,1
Riverview Park,8 St & Washington St,98
Riverview Park,9 St HBLR - Jackson St & 8 St,45
Riverview Park,Adams St & 11 St,7
Riverview Park,Adams St & 2 St,27
Riverview Park,Astor Place,11
Riverview Park,Baldwin at Montgomery,38
Riverview Park,Bergen Ave,5
Riverview Park,Bergen Ave & Sip Ave,32
Riverview Park,Bergen Ave & Stegman St,6
Riverview Park,Bloomfield St & 15 St,83
Riverview Park,Brunswick & 6th,67
Riverview Park,Brunswick St,87
Riverview Park,Cabrini Blvd & W 177 St,3
Riverview Park,Christ Hospital,120
Riverview Park,Church Sq Park - 5 St & Park Ave,45
Riverview Park,City Hall,37
Riverview Park,City Hall - Washington St & 1 St,342
Riverview Park,Clinton St & 7 St,25
Riverview Park,Clinton St & Newark St,49
Riverview Park,Columbus Dr at Exchange Pl,40
Riverview Park,Columbus Drive,58
Riverview Park,Columbus Park - Clinton St & 9 St,77
Riverview Park,Communipaw & Berry Lane,5
Riverview Park,Dey St,16
Riverview Park,Dixon Mills,15
Riverview Park,Essex Light Rail,5
Riverview Park,Fairmount Ave,20
Riverview Park,Glenwood Ave,14
Riverview Park,Grand St,32
Riverview Park,Grand St & 14 St,131
Riverview Park,Grant Ave & MLK Dr,1
Riverview Park,Grove St PATH,88
Riverview Park,Hamilton Park,106
Riverview Park,Harborside,21
Riverview Park,Heights Elevator,275
Riverview Park,Hilltop,82
Riverview Park,Hoboken Ave at Monmouth St,93
Riverview Park,Hoboken Terminal - Hudson St & Hudson Pl,722
Riverview Park,Hoboken Terminal - River St & Hudson Pl,472
Riverview Park,Hudson St & 4 St,94
Riverview Park,JC Medical Center,15
Riverview Park,Jackson Square,5
Riverview Park,Jersey & 3rd,66
Riverview Park,Jersey & 6th St,33
Riverview Park,John St & William St,1
Riverview Park,Journal Square,44
Riverview Park,Lafayette Park,11
Riverview Park,Lafayette St & E 8 St,1
Riverview Park,Leonard Gordon Park,114
Riverview Park,Liberty Light Rail,8
Riverview Park,Liberty St & Nassau St,3
Riverview Park,Lincoln Park,18
Riverview Park,Madison St & 1 St,50
Riverview Park,Madison St & 10 St,28
Riverview Park,Maiden Ln & Pearl St,12
Riverview Park,Mama Johnson Field - 4 St & Jackson St,19
Riverview Park,Manila & 1st,48
Riverview Park,Marin Light Rail,12
Riverview Park,Marshall St & 2 St,41
Riverview Park,McGinley Square,17
Riverview Park,Monmouth and 6th,15
Riverview Park,Montgomery St,32
Riverview Park,Morris Canal,15
Riverview Park,Newark Ave,225
Riverview Park,Newport PATH,83
Riverview Park,Newport Pkwy,75
Riverview Park,Oakland Ave,216
Riverview Park,Old Slip & South St,1
Riverview Park,Paulus Hook,17
Riverview Park,Pearl St & Hanover Square,1
Riverview Park,Pershing Field,137
Riverview Park,Riverview Park,569
Riverview Park,Sip Ave,14
Riverview Park,South St & Gouverneur Ln,1
Riverview Park,South Waterfront Walkway - Sinatra Dr & 1 St,203
Riverview Park,Southwest Park - Jackson St & Observer Hwy,61
Riverview Park,Stevens - River Ter & 6 St,167
Riverview Park,Union St,12
Riverview Park,Van Vorst Park,33
Riverview Park,Vesey St & Church St,1
Riverview Park,W 116 St & Broadway,1
Riverview Park,W 42 St & 8 Ave,1
Riverview Park,Warren St,39
Riverview Park,Washington St,57
Riverview Park,Water St &  Fletcher St,2
Riverview Park,Water St & Gouverneur Ln,6
Riverview Park,William St & Pine St,6
Riverview Park,Willow Ave & 12 St,74
Riverview Park,York St & Marin Blvd,1
Sip Ave,11 St & Washington St,4
Sip Ave,12 St & Sinatra Dr N,5
Sip Ave,14 St Ferry - 14 St & Shipyard Ln,6
Sip Ave,5 Corners Library,75
Sip Ave,6 St & Grand St,3
Sip Ave,7 St & Monroe St,4
Sip Ave,8 St & Washington St,4
Sip Ave,9 St HBLR - Jackson St & 8 St,1
Sip Ave,Adams St & 11 St,2
Sip Ave,Adams St & 2 St,3
Sip Ave,Astor Place,799
Sip Ave,Baldwin at Montgomery,905
Sip Ave,Bergen Ave,1446
Sip Ave,Bergen Ave & Stegman St,80
Sip Ave,Bloomfield St & 15 St,4
Sip Ave,Broadway & W 36 St,1
Sip Ave,Brunswick & 6th,37
Sip Ave,Brunswick St,69
Sip Ave,Christ Hospital,151
Sip Ave,Church Sq Park - 5 St & Park Ave,3
Sip Ave,City Hall,19
Sip Ave,City Hall - Washington St & 1 St,16
Sip Ave,Clinton St & 7 St,1
Sip Ave,Clinton St & Newark St,7
Sip Ave,Columbus Dr at Exchange Pl,28
Sip Ave,Columbus Drive,29
Sip Ave,Columbus Park - Clinton St & 9 St,2
Sip Ave,Communipaw & Berry Lane,92
Sip Ave,Dey St,60
Sip Ave,Dixon Mills,27
Sip Ave,Essex Light Rail,3
Sip Ave,Fairmount Ave,813
Sip Ave,Glenwood Ave,554
Sip Ave,Grand St,22
Sip Ave,Grant Ave & MLK Dr,44
Sip Ave,Greenwich St & Hubert St,1
Sip Ave,Grove St PATH,88
Sip Ave,Hamilton Park,89
Sip Ave,Harborside,17
Sip Ave,Heights Elevator,25
Sip Ave,Hilltop,91
Sip Ave,Hoboken Ave at Monmouth St,25
Sip Ave,Hoboken Terminal - Hudson St & Hudson Pl,10
Sip Ave,Hoboken Terminal - River St & Hudson Pl,7
Sip Ave,Hudson St & 4 St,4
Sip Ave,JC Medical Center,20
Sip Ave,Jackson Square,72
Sip Ave,Jersey & 3rd,15
Sip Ave,Jersey & 6th St,15
Sip Ave,Journal Square,104
Sip Ave,Lafayette Park,11
Sip Ave,Leonard Gordon Park,144
Sip Ave,Liberty Light Rail,45
Sip Ave,Lincoln Park,586
Sip Ave,Madison St & 1 St,4
Sip Ave,Madison St & 10 St,9
Sip Ave,Mama Johnson Field - 4 St & Jackson St,2
Sip Ave,Manila & 1st,17
Sip Ave,Marin Light Rail,18
Sip Ave,Marshall St & 2 St,3
Sip Ave,McGinley Square,1787
Sip Ave,Monmouth and 6th,14
Sip Ave,Montgomery St,35
Sip Ave,Morris Canal,8
Sip Ave,Newark Ave,60
Sip Ave,Newport PATH,96
Sip Ave,Newport Pkwy,21
Sip Ave,Oakland Ave,165
Sip Ave,Paulus Hook,11
Sip Ave,Pershing Field,140
Sip Ave,Riverview Park,21
Sip Ave,Sip Ave,547
Sip Ave,South Waterfront Walkway - Sinatra Dr & 1 St,15
Sip Ave,Southwest Park - Jackson St & Observer Hwy,12
Sip Ave,Spruce St & Nassau St,1
Sip Ave,Stevens - River Ter & 6 St,12
Sip Ave,Union St,147
Sip Ave,Van Vorst Park,20
Sip Ave,Warren St,25
Sip Ave,Washington St,43
Sip Ave,Willow Ave & 12 St,6
South Waterfront Walkway - Sinatra Dr & 1 St,11 St & Washington St,1750
South Waterfront Walkway - Sinatra Dr & 1 St,12 Ave & W 40 St,2
South Waterfront Walkway - Sinatra Dr & 1 St,12 St & Sinatra Dr N,3463
South Waterfront Walkway - Sinatra Dr & 1 St,14 St Ferry - 14 St & Shipyard Ln,3002
South Waterfront Walkway - Sinatra Dr & 1 St,4 St & Grand St,791
South Waterfront Walkway - Sinatra Dr & 1 St,5 Corners Library,16
South Waterfront Walkway - Sinatra Dr & 1 St,6 St & Grand St,589
South Waterfront Walkway - Sinatra Dr & 1 St,7 St & Monroe St,732
South Waterfront Walkway - Sinatra Dr & 1 St,8 St & Washington St,1069
South Waterfront Walkway - Sinatra Dr & 1 St,9 St HBLR - Jackson St & 8 St,652
South Waterfront Walkway - Sinatra Dr & 1 St,Adams St & 11 St,452
South Waterfront Walkway - Sinatra Dr & 1 St,Adams St & 2 St,560
South Waterfront Walkway - Sinatra Dr & 1 St,Astor Place,7
South Waterfront Walkway - Sinatra Dr & 1 St,Baldwin at Montgomery,39
South Waterfront Walkway - Sinatra Dr & 1 St,Bergen Ave,1
South Waterfront Walkway - Sinatra Dr & 1 St,Bergen Ave & Sip Ave,4
South Waterfront Walkway - Sinatra Dr & 1 St,Bergen Ave & Stegman St,1
South Waterfront Walkway - Sinatra Dr & 1 St,Bloomfield St & 15 St,971
South Waterfront Walkway - Sinatra Dr & 1 St,Brunswick & 6th,105
South Waterfront Walkway - Sinatra Dr & 1 St,Brunswick St,66
South Waterfront Walkway - Sinatra Dr & 1 St,Cabrini Blvd & W 177 St,1
South Waterfront Walkway - Sinatra Dr & 1 St,Cedar Ave & W Fordham Rd,1
South Waterfront Walkway - Sinatra Dr & 1 St,Central Park North & Adam Clayton Powell Blvd,1
South Waterfront Walkway - Sinatra Dr & 1 St,Christ Hospital,50
South Waterfront Walkway - Sinatra Dr & 1 St,Church Sq Park - 5 St & Park Ave,625
South Waterfront Walkway - Sinatra Dr & 1 St,City Hall,64
South Waterfront Walkway - Sinatra Dr & 1 St,City Hall - Washington St & 1 St,285
South Waterfront Walkway - Sinatra Dr & 1 St,Clinton St & 7 St,696
South Waterfront Walkway - Sinatra Dr & 1 St,Clinton St & Newark St,336
South Waterfront Walkway - Sinatra Dr & 1 St,Columbus Dr at Exchange Pl,175
South Waterfront Walkway - Sinatra Dr & 1 St,Columbus Drive,166
South Waterfront Walkway - Sinatra Dr & 1 St,Columbus Park - Clinton St & 9 St,725
South Waterfront Walkway - Sinatra Dr & 1 St,Communipaw & Berry Lane,12
South Waterfront Walkway - Sinatra Dr & 1 St,Dey St,7
South Waterfront Walkway - Sinatra Dr & 1 St,Dixon Mills,25
South Waterfront Walkway - Sinatra Dr & 1 St,Essex Light Rail,58
South Waterfront Walkway - Sinatra Dr & 1 St,Fairmount Ave,4
South Waterfront Walkway - Sinatra Dr & 1 St,Glenwood Ave,9
South Waterfront Walkway - Sinatra Dr & 1 St,Grand Army Plaza & Central Park S,1
South Waterfront Walkway - Sinatra Dr & 1 St,Grand St,120
South Waterfront Walkway - Sinatra Dr & 1 St,Grand St & 14 St,737
South Waterfront Walkway - Sinatra Dr & 1 St,Grove St PATH,136
South Waterfront Walkway - Sinatra Dr & 1 St,Hamilton Park,210
South Waterfront Walkway - Sinatra Dr & 1 St,Harborside,302
South Waterfront Walkway - Sinatra Dr & 1 St,Heights Elevator,105
South Waterfront Walkway - Sinatra Dr & 1 St,Hilltop,42
South Waterfront Walkway - Sinatra Dr & 1 St,Hoboken Ave at Monmouth St,494
South Waterfront Walkway - Sinatra Dr & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,187
South Waterfront Walkway - Sinatra Dr & 1 St,Hoboken Terminal - River St & Hudson Pl,701
South Waterfront Walkway - Sinatra Dr & 1 St,Hudson St & 4 St,806
South Waterfront Walkway - Sinatra Dr & 1 St,JC Medical Center,34
South Waterfront Walkway - Sinatra Dr & 1 St,Jackson Square,2
South Waterfront Walkway - Sinatra Dr & 1 St,Jersey & 3rd,71
South Waterfront Walkway - Sinatra Dr & 1 St,Jersey & 6th St,97
South Waterfront Walkway - Sinatra Dr & 1 St,Journal Square,1
South Waterfront Walkway - Sinatra Dr & 1 St,Lafayette Park,21
South Waterfront Walkway - Sinatra Dr & 1 St,Leonard Gordon Park,34
South Waterfront Walkway - Sinatra Dr & 1 St,Liberty Light Rail,25
South Waterfront Walkway - Sinatra Dr & 1 St,Lincoln Park,5
South Waterfront Walkway - Sinatra Dr & 1 St,Little West St & 1 Pl,1
South Waterfront Walkway - Sinatra Dr & 1 St,Madison St & 1 St,809
South Waterfront Walkway - Sinatra Dr & 1 St,Madison St & 10 St,362
South Waterfront Walkway - Sinatra Dr & 1 St,Maiden Ln & Pearl St,2
South Waterfront Walkway - Sinatra Dr & 1 St,Mama Johnson Field - 4 St & Jackson St,340
South Waterfront Walkway - Sinatra Dr & 1 St,Manila & 1st,209
South Waterfront Walkway - Sinatra Dr & 1 St,Marin Light Rail,241
South Waterfront Walkway - Sinatra Dr & 1 St,Marshall St & 2 St,415
South Waterfront Walkway - Sinatra Dr & 1 St,McGinley Square,29
South Waterfront Walkway - Sinatra Dr & 1 St,Monmouth and 6th,58
South Waterfront Walkway - Sinatra Dr & 1 St,Montgomery St,24
South Waterfront Walkway - Sinatra Dr & 1 St,Morris Canal,97
South Waterfront Walkway - Sinatra Dr & 1 St,N Moore St & Hudson St,1
South Waterfront Walkway - Sinatra Dr & 1 St,Newark Ave,51
South Waterfront Walkway - Sinatra Dr & 1 St,Newport PATH,315
South Waterfront Walkway - Sinatra Dr & 1 St,Newport Pkwy,1023
South Waterfront Walkway - Sinatra Dr & 1 St,Oakland Ave,40
South Waterfront Walkway - Sinatra Dr & 1 St,Paulus Hook,91
South Waterfront Walkway - Sinatra Dr & 1 St,Pershing Field,126
South Waterfront Walkway - Sinatra Dr & 1 St,Riverview Park,171
South Waterfront Walkway - Sinatra Dr & 1 St,Sip Ave,9
South Waterfront Walkway - Sinatra Dr & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,5324
South Waterfront Walkway - Sinatra Dr & 1 St,Southwest Park - Jackson St & Observer Hwy,205
South Waterfront Walkway - Sinatra Dr & 1 St,Stevens - River Ter & 6 St,727
South Waterfront Walkway - Sinatra Dr & 1 St,Union St,7
South Waterfront Walkway - Sinatra Dr & 1 St,Van Vorst Park,33
South Waterfront Walkway - Sinatra Dr & 1 St,W 15 St & 10 Ave,1
South Waterfront Walkway - Sinatra Dr & 1 St,W 50 St & 9 Ave,1
South Waterfront Walkway - Sinatra Dr & 1 St,W Broadway & W Houston St,3
South Waterfront Walkway - Sinatra Dr & 1 St,Warren St,332
South Waterfront Walkway - Sinatra Dr & 1 St,Washington St,405
South Waterfront Walkway - Sinatra Dr & 1 St,West Thames St,1
South Waterfront Walkway - Sinatra Dr & 1 St,Willow Ave & 12 St,718
South Waterfront Walkway - Sinatra Dr & 1 St,York St & Marin Blvd,7
Southwest Park - Jackson St & Observer Hwy,11 St & Washington St,187
Southwest Park - Jackson St & Observer Hwy,12 St & Sinatra Dr N,132
Southwest Park - Jackson St & Observer Hwy,14 St Ferry - 14 St & Shipyard Ln,138
Southwest Park - Jackson St & Observer Hwy,4 St & Grand St,194
Southwest Park - Jackson St & Observer Hwy,5 Corners Library,10
Southwest Park - Jackson St & Observer Hwy,6 St & Grand St,128
Southwest Park - Jackson St & Observer Hwy,7 St & Monroe St,162
Southwest Park - Jackson St & Observer Hwy,8 St & Washington St,162
Southwest Park - Jackson St & Observer Hwy,9 St HBLR - Jackson St & 8 St,139
Southwest Park - Jackson St & Observer Hwy,Adams St & 11 St,69
Southwest Park - Jackson St & Observer Hwy,Adams St & 2 St,90
Southwest Park - Jackson St & Observer Hwy,Astor Place,4
Southwest Park - Jackson St & Observer Hwy,Baldwin at Montgomery,11
Southwest Park - Jackson St & Observer Hwy,Bergen Ave,1
Southwest Park - Jackson St & Observer Hwy,Bergen Ave & Sip Ave,10
Southwest Park - Jackson St & Observer Hwy,Bergen Ave & Stegman St,2
Southwest Park - Jackson St & Observer Hwy,Bloomfield St & 15 St,104
Southwest Park - Jackson St & Observer Hwy,Brunswick & 6th,36
Southwest Park - Jackson St & Observer Hwy,Brunswick St,21
Southwest Park - Jackson St & Observer Hwy,Central Park North & Adam Clayton Powell Blvd,1
Southwest Park - Jackson St & Observer Hwy,Christ Hospital,43
Southwest Park - Jackson St & Observer Hwy,Church Sq Park - 5 St & Park Ave,186
Southwest Park - Jackson St & Observer Hwy,City Hall,33
Southwest Park - Jackson St & Observer Hwy,City Hall - Washington St & 1 St,654
Southwest Park - Jackson St & Observer Hwy,Clinton St & 7 St,266
Southwest Park - Jackson St & Observer Hwy,Clinton St & Newark St,216
Southwest Park - Jackson St & Observer Hwy,Columbus Dr at Exchange Pl,40
Southwest Park - Jackson St & Observer Hwy,Columbus Drive,37
Southwest Park - Jackson St & Observer Hwy,Columbus Park - Clinton St & 9 St,178
Southwest Park - Jackson St & Observer Hwy,Communipaw & Berry Lane,4
Southwest Park - Jackson St & Observer Hwy,Dey St,6
Southwest Park - Jackson St & Observer Hwy,Dixon Mills,44
Southwest Park - Jackson St & Observer Hwy,E 11 St & 1 Ave,1
Southwest Park - Jackson St & Observer Hwy,Essex Light Rail,16
Southwest Park - Jackson St & Observer Hwy,Fairmount Ave,5
Southwest Park - Jackson St & Observer Hwy,Glenwood Ave,5
Southwest Park - Jackson St & Observer Hwy,Grand St,46
Southwest Park - Jackson St & Observer Hwy,Grand St & 14 St,183
Southwest Park - Jackson St & Observer Hwy,Grove St PATH,46
Southwest Park - Jackson St & Observer Hwy,Hamilton Park,122
Southwest Park - Jackson St & Observer Hwy,Harborside,81
Southwest Park - Jackson St & Observer Hwy,Heights Elevator,26
Southwest Park - Jackson St & Observer Hwy,Hilltop,29
Southwest Park - Jackson St & Observer Hwy,Hoboken Ave at Monmouth St,140
Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - Hudson St & Hudson Pl,1715
Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - River St & Hudson Pl,706
Southwest Park - Jackson St & Observer Hwy,Hudson St & 4 St,242
Southwest Park - Jackson St & Observer Hwy,JC Medical Center,14
Southwest Park - Jackson St & Observer Hwy,Jersey & 3rd,32
Southwest Park - Jackson St & Observer Hwy,Jersey & 6th St,48
Southwest Park - Jackson St & Observer Hwy,Journal Square,8
Southwest Park - Jackson St & Observer Hwy,Lafayette Park,11
Southwest Park - Jackson St & Observer Hwy,Leonard Gordon Park,22
Southwest Park - Jackson St & Observer Hwy,Liberty Light Rail,7
Southwest Park - Jackson St & Observer Hwy,Liberty St & Nassau St,3
Southwest Park - Jackson St & Observer Hwy,Lincoln Park,3
Southwest Park - Jackson St & Observer Hwy,Madison St & 1 St,157
Southwest Park - Jackson St & Observer Hwy,Madison St & 10 St,182
Southwest Park - Jackson St & Observer Hwy,Maiden Ln & Pearl St,2
Southwest Park - Jackson St & Observer Hwy,Mama Johnson Field - 4 St & Jackson St,60
Southwest Park - Jackson St & Observer Hwy,Manila & 1st,46
Southwest Park - Jackson St & Observer Hwy,Marin Light Rail,31
Southwest Park - Jackson St & Observer Hwy,Marshall St & 2 St,50
Southwest Park - Jackson St & Observer Hwy,McGinley Square,11
Southwest Park - Jackson St & Observer Hwy,Monmouth and 6th,38
Southwest Park - Jackson St & Observer Hwy,Montgomery St,21
Southwest Park - Jackson St & Observer Hwy,Morris Canal,12
Southwest Park - Jackson St & Observer Hwy,Newark Ave,51
Southwest Park - Jackson St & Observer Hwy,Newport PATH,157
Southwest Park - Jackson St & Observer Hwy,Newport Pkwy,251
Southwest Park - Jackson St & Observer Hwy,Oakland Ave,79
Southwest Park - Jackson St & Observer Hwy,Paulus Hook,11
Southwest Park - Jackson St & Observer Hwy,Pearl St & Peck Slip,1
Southwest Park - Jackson St & Observer Hwy,Pershing Field,58
Southwest Park - Jackson St & Observer Hwy,Riverview Park,85
Southwest Park - Jackson St & Observer Hwy,Sip Ave,10
Southwest Park - Jackson St & Observer Hwy,South Waterfront Walkway - Sinatra Dr & 1 St,275
Southwest Park - Jackson St & Observer Hwy,Southwest Park - Jackson St & Observer Hwy,388
Southwest Park - Jackson St & Observer Hwy,Stevens - River Ter & 6 St,124
Southwest Park - Jackson St & Observer Hwy,Van Vorst Park,40
Southwest Park - Jackson St & Observer Hwy,Warren St,38
Southwest Park - Jackson St & Observer Hwy,Washington St,113
Southwest Park - Jackson St & Observer Hwy,Water St &  Fletcher St,1
